,Unnamed: 0,Log,new_tag
1037,1037,i went for a two mile run outside i felt really energised after my run,Aerobic
1038,1038,i jogged for a mile and a half.  i felt exhausted afterwards.,Aerobic
1039,1039,i played a pick-up game of basketball.  i felt great after the game.,Aerobic
1040,1040,i just did 15 minutes on elliptical i felt energized,Aerobic
1041,1041,i just did 50 reps on leg press i feel sore,Strength
1042,1042,i went on a 5 mile walk. it felt good to go on that walk.,Aerobic
1043,1043,i went swimming at the y for an hour. i was tired when i got done swimming.,Aerobic
1044,1044,i ran on the treadmill for 15 minutes. i honestly felt like i was going to die.,Aerobic
1045,1045,i jogged around the neighborhood. i felt amazing!,Aerobic
1046,1046,i played tennis for 2 hours. i felt very alive and happy.,Aerobic
1047,1047,i went on a hiking trial and walked for 45 minutes. i felt very refreshing.,Aerobic
1048,1048,i just ran for two hours i felt very refreshing,Aerobic
1049,1049,i just played two hours of basketball i felt very tired,Aerobic
1050,1050,i did 15 lunges  i feel strong,Strength
1051,1051,i did 50 push ups i feel lighter,Strength
1052,1052,i did yoga(suryanamaskar) at first i felt my body not adjusting and not very flexible but later i felt good.,Aerobic
1053,1053,my second excersise was again a position from yoga called kapalbharti i felt both lightweight and good.,Aerobic
1054,1054,"i just walked 4 miles going to joe's and back. at first i wasn't sure how i would do, but i felt and feel great!",Aerobic
1055,1055,"i went to gym and did an hour of weight lifting. i felt good during, but now i am feeling a little sore.",Strength
1056,1056,"i began doing planks. i felt very out of shape, could hardly breathe.",Strength
1057,1057,i ran for a mile and a half. i felt exhausted and need to catch my breath.,Aerobic
1058,1058,"i did the elliptical for 40 minutes i felt sweaty, hot and good",Aerobic
1059,1059,i did an abs workout of 3 set of 15 reps it was hard but i felt good after,Strength
1060,1060,i did 25 push ups. i felt tired but strong.,Strength
1061,1061,i biked five miles. my legs feel like rubber.,Aerobic
1062,1062,i ran on a treadmill i felt tired,Aerobic
1063,1063,i ran outside i felt much better,Aerobic
1064,1064,i just lifted some weights i felt so strong afterwards.,Strength
1065,1065,i just did push ups for an hour my chest hurts.,Strength
1066,1066,i just swam two laps! i just ran two miles and i felt refreshed,Aerobic
1067,1067,i just did a cardio for 30 minutes i felt amazing,Aerobic
1068,1068,i just did shoulder presses. i felt amazing!,Strength
1069,1069,i did some squats. i felt good.,Strength
1070,1070,i just walked six miles. my legs felt like jelly.,Aerobic
1071,1071,i just ran for 10 minutes. my heart felt like it was going to beat itself out of my chest.,Aerobic
1072,1072,i rock climbed for an hour. it was very tiring and my hands hurt.,Aerobic
1073,1073,"i did nine sets of bench press today, hitting 225 pounds for 5 reps on my heaviest set. i feel real strong and excited with my progress.",Strength
1074,1074,i just did an hour of yoga. it was very relaxing.,Aerobic
1075,1075,i just went on an elliptical for an hour. it was exhausting.,Aerobic
1076,1076,i lifted 5 pound weights for 20 minutes i was energized and felt strong.,Strength
1077,1077,i did 20 calf raises on each leg. i felt tired and fatigued.,Strength
1078,1078,i walking 30 minutes a day. i felt great.,Aerobic
1079,1079,i do 20 minutes mediation daily. i felt relax.,Aerobic
1080,1080,i rode an exercise bike for an hour. i felt worn out and tired.,Aerobic
1081,1081,i walked on the tread mill for an hour. my whole body hurt.,Aerobic
1082,1082,i lifted back for two hours. i felt like the weight was heavy today.,Strength
1083,1083,i played basketball for an hour today. i feel like i am out of shape.,Aerobic
1084,1084,running barefoot for 20 minutes. i feel like my leg muscles are getting stronger,Aerobic
1085,1085,i did 40 push ups i feel stronger.,Strength
1086,1086,i rode my peloton bike. i felt exhausted.,Aerobic
1087,1087,i walked pushing a stroller. i felt refreshed.,Aerobic
1088,1088,i skipped rope for 15 minutes i felt great,Aerobic
1089,1089,i hit a punching bag for 15 minutes i felt invigorated,Aerobic
1090,1090,i just walked two miles while playing pokemon go i feel amazing! i got a shiny gastly!,Aerobic
1091,1091,i just bicycled 20 miles i feel very refreshed! i loved it when my hair blew in the wind!,Aerobic
1092,1092,"i just power walked 5,000 steps. i feel invigorated!",Aerobic
1093,1093,i ran for half an hour. i'm so winded!,Aerobic
1094,1094,i walked for 45 mins. i felt tired but also energized.,Aerobic
1095,1095,i rode my exercise bike for 30 mins. i felt sore in my legs.,Aerobic
1096,1096,went on a 3 mile hike. tired and weak.,Aerobic
1097,1097,a two mile jog uphill. i felt accomplished that i made it that far.,Aerobic
1098,1098,"i just did spin cycle for an hour. i felt out of breath but good, however my legs are sore and my butt hurts.",Aerobic
1099,1099,i just finished lifting weights for 2 hours.  i felt great after the 2 hour workout and i feel really strong.,Strength
1100,1100,"ran 4 miles good time, could have ran more",Aerobic
1101,1101,"pick-up basketball sore, need to stretch more before.",Aerobic
1102,1102,i walked 5 miles i felt calm and confident,Aerobic
1103,1103,i did 3 sets of 30 crunches i felt tired and worn down.,Strength
1104,1104,"i practiced lightsaber techniques for thirty minutes. it was fun, but my arms are tired.",Aerobic
1105,1105,"i biked the greenway in two hours. the wind was brisk so my cheeks are numb, but it was still satisfying.",Aerobic
1106,1106,i did a 30 minute yoga video this morning.  i felt like my body relaxed.,Aerobic
1107,1107,i took my dog for a jog.  i felt worn out from trying to keep up with my dog.,Aerobic
1108,1108,i did push ups yesterday i was in pain from it,Strength
1109,1109,i did burpees today i felt go after i was finish,Aerobic
1110,1110,i tried to do push ups and could only do three my arms were shaking and i felt weak,Strength
1111,1111,i jogged for 20 minutes i was out of breath but determined to jog tomorrow,Aerobic
1112,1112,i did 25 pushups. that took my breath away.,Strength
1113,1113,i walked for 3 miles. that was very enjoyable.,Aerobic
1114,1114,played tennis for an hour. i felt really engaged and energized.,Aerobic
1115,1115,walked around the neighborhood for half an hour. i felt focused and fine.,Aerobic
1116,1116,i walked 2 miles on the treadmill. i felt great walking.,Aerobic
1117,1117,i spent 20 minutes on the elliptical. i was tired by the end.,Aerobic
1118,1118,i did push ups this is hard,Strength
1119,1119,i went for a jog being out of breath is painful,Aerobic
1120,1120,i just hopped like a frog.  i feel really burnt out.,Aerobic
1121,1121,i skipped for 30 minutes.  i feel athletic.,Aerobic
1122,1122,i played in a competitive basketball game. i felt very winded but great.,Aerobic
1123,1123,i ran two miles yesterday i was sweating profusely but felt great afterwards.,Aerobic
1124,1124,i did weight training for 30 minutes. i felt invigorated.,Strength
1125,1125,i jogged for 15 minutes. my lungs were burning and my back aches.,Aerobic
1126,1126,i just completed a 30 minute cardio dance workout i can barely catch my breath,Aerobic
1127,1127,i just did a 20 minute spin class i can't feel my legs,Aerobic
1128,1128,i rode my bike 10 miles i feel rejuvenated,Aerobic
1129,1129,i did 5 sets of reps of weights for my chest i felt sore,Strength
1130,1130,i did 500 jumping jacks. i felt fatigued.,Aerobic
1131,1131,i swam 200 laps. i felt winded.,Aerobic
1132,1132,i skied 12 kilometers. i feel vigorous.,Aerobic
1133,1133,i ran fifteen miles. i feel winded.,Aerobic
1134,1134,doing leg curls at the gym. my legs hurt so bad.,Strength
1135,1135,doing chin ups for an hour. my arms and body was so sore.,Strength
1136,1136,just completed a 3 mile run. i feel awful!,Aerobic
1137,1137,just completed 15 lap swim. i felt good after the workout,Aerobic
1138,1138,i ran six miles i feel on top of the world,Aerobic
1139,1139,i just played tennis my arms are sore,Aerobic
1140,1140,i just completed a aerobics class. this class was fun and i sweated alot!,Aerobic
1141,1141,i went on a walk at lunch today. it was nice to get fresh air and be active.,Aerobic
1142,1142,i walked five miles i felt energetic,Aerobic
1143,1143,i swam for 30 minutes i felt hungry,Aerobic
1144,1144,i just did a 45 minute zumba gold class i felt fantastic,Aerobic
1145,1145,i just fast walked 3 miles i felt empowered,Aerobic
1146,1146,i maxed out on deadlifts. i feel so accomplished!,Strength
1147,1147,i ran for 10 minutes. i'm dying.,Aerobic
1148,1148,i just walked 5 miles. i felt relaxed.,Aerobic
1149,1149,i did 100 situps. i felt accomplished.,Strength
1150,1150,i doing daily 50 pushups i feel more energetic,Strength
1151,1151,i do skipping it make me tired,Aerobic
1152,1152,i swam 2 laps i was tired afterwards,Aerobic
1153,1153,i jogged around the block i felt refreshed,Aerobic
1154,1154,i ran a half marathon i felt exhausted,Aerobic
1155,1155,i biked 20 miles i got tired,Aerobic
1156,1156,i did yoga for an hour.  i feel incredibly relaxed and exhausted.,Aerobic
1157,1157,"i went for a short run. i feel gross, i don't like running!",Aerobic
1158,1158,i jogged 45 minutes. my legs felt sore.,Aerobic
1159,1159,i did yoga for an hour. it was refreshing.,Aerobic
1160,1160,"i just finish my 1 hour treadmill workout. yehh,i feel much more lighter now.",Aerobic
1161,1161,"i just  done my treadmill running. ohh, i feel very tired and sweating a lot.",Aerobic
1162,1162,"i ran 2 miles at 5 am very energized, but really tired too",Aerobic
1163,1163,i went to a boxing class it was so much fun and i feel great!,Aerobic
1164,1164,i walked for 2 miles it was relaxing,Aerobic
1165,1165,i did weightlifting it was good,Strength
1166,1166,i just played two hours of tennis.  i felt great about my game and am glad i got some exercise.,Aerobic
1167,1167,i just ran on the treadmill for 45 minutes.  i felt bored after the first 10 minutes.,Aerobic
1168,1168,i did weights today felt pumpedd,Strength
1169,1169,my second exercise was intense exhausted,Aerobic
1170,1170,i jump roped for 10 minutes  it was awful,Aerobic
1171,1171,i ran on the treadmill for 30 minutes  i felt great the first 10 minutes but the last 30 were miserable,Aerobic
1172,1172,i just walked a mile uphill. my legs hurt really bad.,Aerobic
1173,1173,i just 5 sets of push ups. my arms feel like jello.,Strength
1174,1174,i do yoga daily it is refresh the mind,Aerobic
1175,1175,i like treadmil i like it because it good for health,Aerobic
1176,1176,went on a 5 mile bike ride my legs are shot,Aerobic
1177,1177,worked on my bench press  i’m feeling invincible,Strength
1178,1178,i ran in the park 2 miles this morning i felt a little tired from the lack of exercise,Aerobic
1179,1179,i did 1 hour of spinning at home i felt very satisfied to complete the whole routine,Aerobic
1180,1180,i rode my bike for 20 minutes. i felt invigorated.,Aerobic
1181,1181,i jumped rope for 30 minutes. i felt exhausted.,Aerobic
1182,1182,i went running for 25 minutes. i am out of shape.,Aerobic
1183,1183,i followed a workout video. my stamina is very low.,Aerobic
1184,1184,i did an hour of yoga i felt really limber and proud!,Aerobic
1185,1185,i used my stationary bike for an hour i'm beat!,Aerobic
1186,1186,i just jug five miles i felt all well,Aerobic
1187,1187,just done playing football feeling tired,Aerobic
1188,1188,i tried treadmill and it was amazing. i felt excited before and after .,Aerobic
1189,1189,elliptical i felt my hands and legs were both stiff and soar.,Aerobic
1190,1190,i just boxed for 30 minutes. i felt my arms being more muscular.,Aerobic
1191,1191,i just skated 13 miles across the city. i felt relaxed.,Aerobic
1192,1192,i walked two miles. i felt really out of shape.,Aerobic
1193,1193,i did 10 situps. i realized i'm not who i once was.,Strength
1194,1194,i did thirty pushups. my arms are like jello!,Strength
